Concessionaria;mes_ano;Sentido;Praca;Categoria;Tipo_de_veiculo;Volume_total
AUTOPISTA LITORAL SUL;01-07-2014;Crescente;Praça 05 BR-101/SC km 243,00;Categoria 9;Moto;7972
AUTOPISTA LITORAL SUL;01-07-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Categoria 9;Moto;8063
AUTOPISTA LITORAL SUL;01-08-2014;Crescente;Praça 05 BR-101/SC km 243,00;Categoria 9;Moto;8256
AUTOPISTA LITORAL SUL;01-08-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Categoria 9;Moto;8469
AUTOPISTA LITORAL SUL;01-09-2014;Crescente;Praça 05 BR-101/SC km 243,00;Categoria 9;Moto;7394
AUTOPISTA LITORAL SUL;01-09-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Categoria 9;Moto;7292
AUTOPISTA LITORAL SUL;01-10-2014;Crescente;Praça 05 BR-101/SC km 243,00;Categoria 9;Moto;8999
AUTOPISTA LITORAL SUL;01-10-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Categoria 9;Moto;9128
AUTOPISTA LITORAL SUL;01-11-2014;Crescente;Praça 05 BR-101/SC km 243,00;Categoria 9;Moto;9744
AUTOPISTA LITORAL SUL;01-11-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Categoria 9;Moto;9623
AUTOPISTA LITORAL SUL;01-12-2014;Crescente;Praça 05 BR-101/SC km 243,00;Categoria 9;Moto;13391
AUTOPISTA LITORAL SUL;01-12-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Categoria 9;Moto;12854
AUTOPISTA LITORAL SUL;01-01-2014;Crescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;0
AUTOPISTA LITORAL SUL;01-01-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;0
AUTOPISTA LITORAL SUL;01-02-2014;Crescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;0
AUTOPISTA LITORAL SUL;01-02-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;0
AUTOPISTA LITORAL SUL;01-03-2014;Crescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;0
AUTOPISTA LITORAL SUL;01-03-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;0
AUTOPISTA LITORAL SUL;01-04-2014;Crescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;0
AUTOPISTA LITORAL SUL;01-04-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;0
AUTOPISTA LITORAL SUL;01-05-2014;Crescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;0
AUTOPISTA LITORAL SUL;01-05-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;0
AUTOPISTA LITORAL SUL;01-06-2014;Crescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;6274
AUTOPISTA LITORAL SUL;01-06-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;5442
AUTOPISTA LITORAL SUL;01-07-2014;Crescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;19627
AUTOPISTA LITORAL SUL;01-07-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;17671
AUTOPISTA LITORAL SUL;01-08-2014;Crescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;19905
AUTOPISTA LITORAL SUL;01-08-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;15554
AUTOPISTA LITORAL SUL;01-09-2014;Crescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;17581
AUTOPISTA LITORAL SUL;01-09-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;18146
AUTOPISTA LITORAL SUL;01-10-2014;Crescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;18294
AUTOPISTA LITORAL SUL;01-10-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;19994
AUTOPISTA LITORAL SUL;01-11-2014;Crescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;20753
AUTOPISTA LITORAL SUL;01-11-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;17779
AUTOPISTA LITORAL SUL;01-12-2014;Crescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;20961
AUTOPISTA LITORAL SUL;01-12-2014;Decrescente;Praça 05 BR-101/SC km 243,00;Outros;Comercial;14793
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;319250
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;261786
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;207205
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;213545
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;242933
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;229186
AUTOPISTA REGIS BITTENCOURT;01-04-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;230114
AUTOPISTA REGIS BITTENCOURT;01-04-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;230684
AUTOPISTA REGIS BITTENCOURT;01-05-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;209370
AUTOPISTA REGIS BITTENCOURT;01-05-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;208735
AUTOPISTA REGIS BITTENCOURT;01-06-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;206086
AUTOPISTA REGIS BITTENCOURT;01-06-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;201229
AUTOPISTA REGIS BITTENCOURT;01-07-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;221999
AUTOPISTA REGIS BITTENCOURT;01-07-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;222569
AUTOPISTA REGIS BITTENCOURT;01-08-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;222496
AUTOPISTA REGIS BITTENCOURT;01-08-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;222097
AUTOPISTA REGIS BITTENCOURT;01-09-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;215763
AUTOPISTA REGIS BITTENCOURT;01-09-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;213708
AUTOPISTA REGIS BITTENCOURT;01-10-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;229263
AUTOPISTA REGIS BITTENCOURT;01-10-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;233734
AUTOPISTA REGIS BITTENCOURT;01-11-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;237435
AUTOPISTA REGIS BITTENCOURT;01-11-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;234637
AUTOPISTA REGIS BITTENCOURT;01-12-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;271616
AUTOPISTA REGIS BITTENCOURT;01-12-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 1;Passeio;326337
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;21342
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;21009
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;21239
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;21132
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;22018
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;21780
AUTOPISTA REGIS BITTENCOURT;01-04-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;22233
AUTOPISTA REGIS BITTENCOURT;01-04-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;22016
AUTOPISTA REGIS BITTENCOURT;01-05-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;22980
AUTOPISTA REGIS BITTENCOURT;01-05-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;22534
AUTOPISTA REGIS BITTENCOURT;01-06-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;19964
AUTOPISTA REGIS BITTENCOURT;01-06-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;19859
AUTOPISTA REGIS BITTENCOURT;01-07-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;21816
AUTOPISTA REGIS BITTENCOURT;01-07-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;21742
AUTOPISTA REGIS BITTENCOURT;01-08-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;21806
AUTOPISTA REGIS BITTENCOURT;01-08-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;21703
AUTOPISTA REGIS BITTENCOURT;01-09-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;22534
AUTOPISTA REGIS BITTENCOURT;01-09-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;22511
AUTOPISTA REGIS BITTENCOURT;01-10-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;23960
AUTOPISTA REGIS BITTENCOURT;01-10-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;23970
AUTOPISTA REGIS BITTENCOURT;01-11-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;23197
AUTOPISTA REGIS BITTENCOURT;01-11-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;23168
AUTOPISTA REGIS BITTENCOURT;01-12-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;22700
AUTOPISTA REGIS BITTENCOURT;01-12-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 2;Comercial;22446
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;1113
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;752
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;661
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;680
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;821
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;704
AUTOPISTA REGIS BITTENCOURT;01-04-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;743
AUTOPISTA REGIS BITTENCOURT;01-04-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;738
AUTOPISTA REGIS BITTENCOURT;01-05-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;674
AUTOPISTA REGIS BITTENCOURT;01-05-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;638
AUTOPISTA REGIS BITTENCOURT;01-06-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;710
AUTOPISTA REGIS BITTENCOURT;01-06-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;686
AUTOPISTA REGIS BITTENCOURT;01-07-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;721
AUTOPISTA REGIS BITTENCOURT;01-07-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;701
AUTOPISTA REGIS BITTENCOURT;01-08-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;798
AUTOPISTA REGIS BITTENCOURT;01-08-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;707
AUTOPISTA REGIS BITTENCOURT;01-09-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;727
AUTOPISTA REGIS BITTENCOURT;01-09-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;712
AUTOPISTA REGIS BITTENCOURT;01-10-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;833
AUTOPISTA REGIS BITTENCOURT;01-10-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;865
AUTOPISTA REGIS BITTENCOURT;01-11-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;827
AUTOPISTA REGIS BITTENCOURT;01-11-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;801
AUTOPISTA REGIS BITTENCOURT;01-12-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;951
AUTOPISTA REGIS BITTENCOURT;01-12-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 3;Passeio;1269
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;52804
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;49123
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;53269
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;51225
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;54512
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;51431
AUTOPISTA REGIS BITTENCOURT;01-04-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;52124
AUTOPISTA REGIS BITTENCOURT;01-04-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;50480
AUTOPISTA REGIS BITTENCOURT;01-05-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;53491
AUTOPISTA REGIS BITTENCOURT;01-05-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;53080
AUTOPISTA REGIS BITTENCOURT;01-06-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;48187
AUTOPISTA REGIS BITTENCOURT;01-06-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;46170
AUTOPISTA REGIS BITTENCOURT;01-07-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;52557
AUTOPISTA REGIS BITTENCOURT;01-07-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;50918
AUTOPISTA REGIS BITTENCOURT;01-08-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;52497
AUTOPISTA REGIS BITTENCOURT;01-08-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;51288
AUTOPISTA REGIS BITTENCOURT;01-09-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;53550
AUTOPISTA REGIS BITTENCOURT;01-09-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;52224
AUTOPISTA REGIS BITTENCOURT;01-10-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;55955
AUTOPISTA REGIS BITTENCOURT;01-10-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;55373
AUTOPISTA REGIS BITTENCOURT;01-11-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;52675
AUTOPISTA REGIS BITTENCOURT;01-11-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;50672
AUTOPISTA REGIS BITTENCOURT;01-12-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;46913
AUTOPISTA REGIS BITTENCOURT;01-12-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 4;Comercial;46505
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;72
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;45
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;73
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;51
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;92
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;74
AUTOPISTA REGIS BITTENCOURT;01-04-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;76
AUTOPISTA REGIS BITTENCOURT;01-04-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;62
AUTOPISTA REGIS BITTENCOURT;01-05-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;60
AUTOPISTA REGIS BITTENCOURT;01-05-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;59
AUTOPISTA REGIS BITTENCOURT;01-06-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;100
AUTOPISTA REGIS BITTENCOURT;01-06-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;76
AUTOPISTA REGIS BITTENCOURT;01-07-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;75
AUTOPISTA REGIS BITTENCOURT;01-07-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;84
AUTOPISTA REGIS BITTENCOURT;01-08-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;91
AUTOPISTA REGIS BITTENCOURT;01-08-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;88
AUTOPISTA REGIS BITTENCOURT;01-09-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;92
AUTOPISTA REGIS BITTENCOURT;01-09-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;96
AUTOPISTA REGIS BITTENCOURT;01-10-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;116
AUTOPISTA REGIS BITTENCOURT;01-10-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;102
AUTOPISTA REGIS BITTENCOURT;01-11-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;110
AUTOPISTA REGIS BITTENCOURT;01-11-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;103
AUTOPISTA REGIS BITTENCOURT;01-12-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;99
AUTOPISTA REGIS BITTENCOURT;01-12-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 5;Passeio;161
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;16451
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;14997
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;16473
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;14951
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;16912
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;15571
AUTOPISTA REGIS BITTENCOURT;01-04-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;16040
AUTOPISTA REGIS BITTENCOURT;01-04-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;15078
AUTOPISTA REGIS BITTENCOURT;01-05-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;16830
AUTOPISTA REGIS BITTENCOURT;01-05-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;16056
AUTOPISTA REGIS BITTENCOURT;01-06-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;15155
AUTOPISTA REGIS BITTENCOURT;01-06-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;14109
AUTOPISTA REGIS BITTENCOURT;01-07-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;16200
AUTOPISTA REGIS BITTENCOURT;01-07-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;15329
AUTOPISTA REGIS BITTENCOURT;01-08-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;17423
AUTOPISTA REGIS BITTENCOURT;01-08-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;15776
AUTOPISTA REGIS BITTENCOURT;01-09-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;18199
AUTOPISTA REGIS BITTENCOURT;01-09-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;16839
AUTOPISTA REGIS BITTENCOURT;01-10-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;18371
AUTOPISTA REGIS BITTENCOURT;01-10-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;17303
AUTOPISTA REGIS BITTENCOURT;01-11-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;18021
AUTOPISTA REGIS BITTENCOURT;01-11-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;16717
AUTOPISTA REGIS BITTENCOURT;01-12-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;17606
AUTOPISTA REGIS BITTENCOURT;01-12-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 6;Comercial;16526
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;38593
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;36378
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;39670
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;38561
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;41123
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;39821
AUTOPISTA REGIS BITTENCOURT;01-04-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;38821
AUTOPISTA REGIS BITTENCOURT;01-04-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;38442
AUTOPISTA REGIS BITTENCOURT;01-05-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;40544
AUTOPISTA REGIS BITTENCOURT;01-05-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;40349
AUTOPISTA REGIS BITTENCOURT;01-06-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;35353
AUTOPISTA REGIS BITTENCOURT;01-06-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;33723
AUTOPISTA REGIS BITTENCOURT;01-07-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;39385
AUTOPISTA REGIS BITTENCOURT;01-07-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;38289
AUTOPISTA REGIS BITTENCOURT;01-08-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;40281
AUTOPISTA REGIS BITTENCOURT;01-08-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;39452
AUTOPISTA REGIS BITTENCOURT;01-09-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;40559
AUTOPISTA REGIS BITTENCOURT;01-09-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;39042
AUTOPISTA REGIS BITTENCOURT;01-10-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;42653
AUTOPISTA REGIS BITTENCOURT;01-10-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;41846
AUTOPISTA REGIS BITTENCOURT;01-11-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;40863
AUTOPISTA REGIS BITTENCOURT;01-11-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;39378
AUTOPISTA REGIS BITTENCOURT;01-12-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;34858
AUTOPISTA REGIS BITTENCOURT;01-12-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 7;Comercial;34789
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 8;Comercial;52489
AUTOPISTA REGIS BITTENCOURT;01-01-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 8;Comercial;45386
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 8;Comercial;50415
AUTOPISTA REGIS BITTENCOURT;01-02-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 8;Comercial;45890
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Decrescente;Praça 01 BR-116/SP km 298,80;Categoria 8;Comercial;52852
AUTOPISTA REGIS BITTENCOURT;01-03-2014;Crescente;Praça 01 BR-116/SP km 298,80;Categoria 8;Comercial;47082
