Concessionaria;mes_ano;Sentido;Praca;Categoria;Tipo_de_veiculo;Volume_total
CRT;01-09-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;279
CRT;01-09-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;222
CRT;01-10-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;275
CRT;01-10-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;237
CRT;01-11-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;222
CRT;01-11-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;208
CRT;01-12-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;251
CRT;01-12-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 7;Comercial;211
CRT;01-01-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;165
CRT;01-01-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;96
CRT;01-02-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;162
CRT;01-02-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;89
CRT;01-03-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;130
CRT;01-03-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;83
CRT;01-04-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;136
CRT;01-04-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;90
CRT;01-05-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;222
CRT;01-05-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;171
CRT;01-06-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;168
CRT;01-06-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;138
CRT;01-07-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;181
CRT;01-07-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;155
CRT;01-08-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;194
CRT;01-08-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;157
CRT;01-09-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;171
CRT;01-09-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;150
CRT;01-10-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;240
CRT;01-10-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;195
CRT;01-11-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;228
CRT;01-11-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;172
CRT;01-12-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;261
CRT;01-12-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 8;Comercial;172
CRT;01-01-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;17
CRT;01-01-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;30
CRT;01-02-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;31
CRT;01-02-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;30
CRT;01-03-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;15
CRT;01-03-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;26
CRT;01-04-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;30
CRT;01-04-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;25
CRT;01-05-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;36
CRT;01-05-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;38
CRT;01-06-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;34
CRT;01-06-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;34
CRT;01-07-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;27
CRT;01-07-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;29
CRT;01-08-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;28
CRT;01-08-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;34
CRT;01-09-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;14
CRT;01-09-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;20
CRT;01-10-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;16
CRT;01-10-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;31
CRT;01-11-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;9
CRT;01-11-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;29
CRT;01-12-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;10
CRT;01-12-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 9;Comercial;22
CRT;01-01-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;1
CRT;01-01-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;1
CRT;01-02-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;1
CRT;01-02-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-03-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;2
CRT;01-03-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-04-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-04-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-05-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-05-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-06-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-06-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-07-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-07-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-08-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-08-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-09-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-09-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-10-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-10-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-11-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-11-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-12-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-12-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 10;Comercial;0
CRT;01-01-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;166
CRT;01-01-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;202
CRT;01-02-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;159
CRT;01-02-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;189
CRT;01-03-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;148
CRT;01-03-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;191
CRT;01-04-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;159
CRT;01-04-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;200
CRT;01-05-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;218
CRT;01-05-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;246
CRT;01-06-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;180
CRT;01-06-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;224
CRT;01-07-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;143
CRT;01-07-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;146
CRT;01-08-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;245
CRT;01-08-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;236
CRT;01-09-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;201
CRT;01-09-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;225
CRT;01-10-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;151
CRT;01-10-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;166
CRT;01-11-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;148
CRT;01-11-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;160
CRT;01-12-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;209
CRT;01-12-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria 11;Moto;230
CRT;01-01-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;3
CRT;01-01-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;3
CRT;01-02-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;9
CRT;01-02-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;2
CRT;01-03-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;2
CRT;01-03-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;2
CRT;01-04-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;0
CRT;01-04-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;1
CRT;01-05-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;0
CRT;01-05-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;1
CRT;01-06-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;0
CRT;01-06-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;4
CRT;01-07-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;0
CRT;01-07-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;1
CRT;01-08-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;2
CRT;01-08-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;0
CRT;01-09-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;1
CRT;01-09-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;4
CRT;01-10-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;2
CRT;01-10-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;3
CRT;01-11-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;0
CRT;01-11-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;1
CRT;01-12-2014;Crescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;3
CRT;01-12-2014;Decrescente;Praça PA2 BR-116/RJ km 122 - Bloqueio;Categoria Especial;Comercial;1
CRT;01-01-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;20162
CRT;01-01-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;15088
CRT;01-02-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;17128
CRT;01-02-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;12791
CRT;01-03-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;19130
CRT;01-03-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;13922
CRT;01-04-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;18101
CRT;01-04-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;13780
CRT;01-05-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;18822
CRT;01-05-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;14590
CRT;01-06-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;18482
CRT;01-06-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;13633
CRT;01-07-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;19507
CRT;01-07-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;14517
CRT;01-08-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;20824
CRT;01-08-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;15486
CRT;01-09-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;20862
CRT;01-09-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;15960
CRT;01-10-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;22308
CRT;01-10-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;16567
CRT;01-11-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;21460
CRT;01-11-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;15603
CRT;01-12-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;23796
CRT;01-12-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 1;Passeio;17642
CRT;01-01-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;5004
CRT;01-01-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;4784
CRT;01-02-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;4609
CRT;01-02-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;4414
CRT;01-03-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;4748
CRT;01-03-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;4488
CRT;01-04-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;4656
CRT;01-04-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;4528
CRT;01-05-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;5028
CRT;01-05-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;4867
CRT;01-06-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;4637
CRT;01-06-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;4467
CRT;01-07-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;5160
CRT;01-07-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;4895
CRT;01-08-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;5175
CRT;01-08-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;4914
CRT;01-09-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;5677
CRT;01-09-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;5064
CRT;01-10-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;6167
CRT;01-10-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;5379
CRT;01-11-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;5491
CRT;01-11-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;4912
CRT;01-12-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;5770
CRT;01-12-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 2;Comercial;5290
CRT;01-01-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;24
CRT;01-01-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;26
CRT;01-02-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;24
CRT;01-02-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;9
CRT;01-03-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;21
CRT;01-03-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;8
CRT;01-04-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;31
CRT;01-04-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;13
CRT;01-05-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;32
CRT;01-05-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;15
CRT;01-06-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;42
CRT;01-06-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;16
CRT;01-07-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;21
CRT;01-07-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;23
CRT;01-08-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;30
CRT;01-08-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;9
CRT;01-09-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;28
CRT;01-09-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;21
CRT;01-10-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;26
CRT;01-10-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;15
CRT;01-11-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;23
CRT;01-11-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;13
CRT;01-12-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;25
CRT;01-12-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 3;Passeio;21
CRT;01-01-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;388
CRT;01-01-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;196
CRT;01-02-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;451
CRT;01-02-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;197
CRT;01-03-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;319
CRT;01-03-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;175
CRT;01-04-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;284
CRT;01-04-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;226
CRT;01-05-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;308
CRT;01-05-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;198
CRT;01-06-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;273
CRT;01-06-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;184
CRT;01-07-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;304
CRT;01-07-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;221
CRT;01-08-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;286
CRT;01-08-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;205
CRT;01-09-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;346
CRT;01-09-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;228
CRT;01-10-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;413
CRT;01-10-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;278
CRT;01-11-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;375
CRT;01-11-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;227
CRT;01-12-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;427
CRT;01-12-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 4;Comercial;235
CRT;01-01-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 5;Passeio;5
CRT;01-01-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 5;Passeio;1
CRT;01-02-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 5;Passeio;9
CRT;01-02-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 5;Passeio;4
CRT;01-03-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 5;Passeio;5
CRT;01-03-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 5;Passeio;3
CRT;01-04-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 5;Passeio;4
CRT;01-04-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 5;Passeio;5
CRT;01-05-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 5;Passeio;7
CRT;01-05-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 5;Passeio;4
CRT;01-06-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 5;Passeio;8
CRT;01-06-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 5;Passeio;1
CRT;01-07-2014;Crescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 5;Passeio;5
CRT;01-07-2014;Decrescente;Praça PA1 BR-116/RJ km 114,50 - Bloqueio;Categoria 5;Passeio;5
